address,choice,voting_power,timestamp,date_utc,author_ipfs_hash
0x975779102B2A82384f872EE759801DB5204CE331,1,5584.221331275291,1645048350,"Wed, 16 Feb 2022 21:52:30 GMT",QmRBDXVEe3bwseHeBeZiqjJuTnLQyfVwdvM7B6P3bcPW2H
0x7bf1b494Bc101F1Aa422064804069d205b73163b,1,2000.83,1644938112,"Tue, 15 Feb 2022 15:15:12 GMT",Qmd4kcHwwbR999ZtZ1xwAiUwey7q1AU5HeJ5VA3m1iWdDF
0x9F20DB7833C42eF63AA5B6d79C82307D6Ce7B36B,1,1388,1644974395,"Wed, 16 Feb 2022 01:19:55 GMT",QmcH8T1zrwHptq8EPw6NBnVxeWtR64UASZpjQJrdifxnCG
0xfA610F8304909a90B1760cF8B50CC1fDe6Ea1F5c,1,1371.5972538125775,1645016235,"Wed, 16 Feb 2022 12:57:15 GMT",QmdyJKUogUH5yXTJzAA2kLXxUoBpy2e27ourefnSLTD6NX
0x5CbF8C43b11a3B120d2cC2955F9B638303E0d22F,1,674.9381,1644981087,"Wed, 16 Feb 2022 03:11:27 GMT",QmNTb2NUeYUkZKGYgdxwSu1usqkGJHdcsrN8wbmoUL5EAq
0x6CD71d6Cb7824add7c277F2CA99635D98F8b9248,1,592.1050796835979,1644921146,"Tue, 15 Feb 2022 10:32:26 GMT",QmT1SQezua5DvjHnPmmFUYsDVhdsXEWvMb14MY11AeBRyj
0xfa8343c666C7b4E617e502c7070A31c52D5A46EC,1,520.8021270472445,1645010509,"Wed, 16 Feb 2022 11:21:49 GMT",QmTRdBNGxvBfVxsyKJASiZn1iZNFG3prtnTUxDsU8Kc1bT
0xEB52371F5a251E93799A64844A88d3F56872AD00,1,266.99873083284433,1644922692,"Tue, 15 Feb 2022 10:58:12 GMT",QmScsbkoZrJXRfHpMNvKbya5vDrNmgb13uN3qfh5GfHmu2
0x32a59b87352e980dD6aB1bAF462696D28e63525D,1,245.2077879112446,1644959618,"Tue, 15 Feb 2022 21:13:38 GMT",QmfTeXCjSwcb3Cnr9HhauhFERN4PEmhi1fVzvq8RG1edxT
0xe4AAc6B026C5f8acE5a7411647B4f23c76a3eE42,1,158.14074166202113,1644923974,"Tue, 15 Feb 2022 11:19:34 GMT",QmRNoHhzvfbViyid6in1DxK61U37nNYk8ZUKbWdghuWc5M
0x2533321a436578C60A176bD7cb0F9B2590a98EA1,1,151.26769971703004,1644931031,"Tue, 15 Feb 2022 13:17:11 GMT",QmbxJvjt457Rc4DS44p3ZoWQKtLrcjWtyJaN4NBTSwwUT2
0xC2634B9d0A0cFb756cDed34656E09828072A8a9B,1,137.84855396699427,1645104694,"Thu, 17 Feb 2022 13:31:34 GMT",QmPAEJdXFLGGXim6PDAvAXz7qhUyF6ZNNFEsjAhZsiERi4
0x99ED04C212dD3929E9063bd78B26Ef41858CB62C,1,135.79875354930724,1645165923,"Fri, 18 Feb 2022 06:32:03 GMT",Qme3MjhcH5RvzQLYFL1RdccDfgmjvKJJKTijL43qffZXyQ
0xCBE12068CaB7A49BB9C9746a734dE7A11211A3B1,1,128.83730910340523,1644936839,"Tue, 15 Feb 2022 14:53:59 GMT",QmdtEEewC1UCKakdEMqJyQYqAPy4VQQa8r3FRuHa1juZnq
0xEd9cA75f828747FE3da57f05b89665df6B1B54Fe,1,127.16742007078369,1644939605,"Tue, 15 Feb 2022 15:40:05 GMT",QmccCWh6CE9GonQphXayBzHE12yKYFSHea7ueU81NET6rp
0x203b88ddfEBcbE1135383D6961438069e5BC8D33,1,125.73818855405287,1645029497,"Wed, 16 Feb 2022 16:38:17 GMT",QmeW4EBwpn2259XtgmcnM1cuQ6ueKBQzjF4LrSWX5Ao9Sv
0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,1,111.46347768466946,1644949327,"Tue, 15 Feb 2022 18:22:07 GMT",QmRjGLH5qNcesdjo3kJ3xBydx2RHFyBs8sHeRKw38yhuz5
0x9B99D2d419dC99338C93D60b575a2d13551774Ca,1,93.69398992180803,1644953904,"Tue, 15 Feb 2022 19:38:24 GMT",QmVZt5jJ4y4wTu7Kkd7FKsaahoTKdsHjGj4MKB8TBoG3DZ
0xb6D844E2529Bc79a444662aa55f72acA08fd8f54,1,73.98509615887833,1644997588,"Wed, 16 Feb 2022 07:46:28 GMT",QmZAzsJvmuNrvJ3p8Jx22XREZRp6EZMjwj4yp798u2x1uZ
0x1125917201ed36700F86c3CecEC8C5DAfAe280D1,1,59.00013445898624,1645146710,"Fri, 18 Feb 2022 01:11:50 GMT",QmaR1STh2cgitwpZ4NqfFD4VcSWHY3LFpFLoDM2X4mrGK4
0x18f768455E7f5fB09fC491fd86bcc282BcDD5973,1,55.48448589524755,1645117587,"Thu, 17 Feb 2022 17:06:27 GMT",QmSrm5GSPG9qiKSN6Vx9S4v995r6ZYcycq6Z9eRZoE12X4
0xB157ba30e3467DdBC844f14F02b4ba741f1d549F,1,51.140701533774276,1645091790,"Thu, 17 Feb 2022 09:56:30 GMT",QmcfZgXkNF5xmiaufhkKSP6qMqGUqW2Y9SKDv84sEPz3Yi
0xbe1e7b0cB67B632CD32592AA6916cAAE1c653B80,1,50.784359646755235,1645092706,"Thu, 17 Feb 2022 10:11:46 GMT",QmbMwqn8pPJntWD3oT192LiKUMSmTg8j6ysSKtNh3ZQsLs
0x8Df352DdeAEe7Abc815674051B75f4734A87B622,1,50.64194615020061,1644965279,"Tue, 15 Feb 2022 22:47:59 GMT",QmbJR8rK4QZVcpEj33UYGVjBdmV5BdZjCHDcooP8etEGws
0xaB9786A5e330B50e44579132b8A3Cf7C1c3A9517,1,50.005585424700406,1645137844,"Thu, 17 Feb 2022 22:44:04 GMT",QmPKUgCtKSyctG9Th6nRMouVeYavjxhuEEVuS1yPLMFALn
0xF191E64bd21c20d9144106aC0480f1c9ddb17914,1,49.598779563854826,1644920400,"Tue, 15 Feb 2022 10:20:00 GMT",QmPKhPQKttnh1ETkcHYZPnVkd4ZpH5Jwfsi34omQzSWbrs
0x24fC7A0751BBF53C239cC1D21d2951A5b21f733d,1,44.518244182372214,1645073291,"Thu, 17 Feb 2022 04:48:11 GMT",QmdWvfHYLTNUzrEbawHT2Gyx3CRsMXsTHtLUBdSurgqgGJ
0x34Ff77A853A14579d2120Ac08C5e342CEe08AD71,1,40.008779361685676,1644982605,"Wed, 16 Feb 2022 03:36:45 GMT",QmV6dqzLHLgpkqFVMm7vNXkHuBCrcSwnXsLZwo6gGqmndT
0x9dfaC9bbe1119Da5DcdD7b095DB40920CDE878Ef,1,29.865424019801686,1644920355,"Tue, 15 Feb 2022 10:19:15 GMT",Qmf3Zo3ZZ2HikCcBiaq3KiAkjBYVkVxH6wx3t1RT7qYtgH
0x7cC4De989a3D399271DAaEc7dC22841D6e3FF31E,1,24.15485670972813,1644930970,"Tue, 15 Feb 2022 13:16:10 GMT",QmavnPZW1jE1FtTiFHCmFoHowPoUpzGcXhfNhLqsf2bDh7
0x0606E9f7Dc6d34ef7AaC97A45e423D05CED551f5,1,20.94102053489139,1644979174,"Wed, 16 Feb 2022 02:39:34 GMT",QmYTeupjXL7TbJKng8Mza7JEKD97k7nVeZiH5cQ9MDLbzK
0x800Ed249c34Ffc7A104fdC01b13F9913e3344CC9,1,15.71857,1644928395,"Tue, 15 Feb 2022 12:33:15 GMT",Qmd5DHgxVw5NDaYAfHBQA5ctUJPDUd99DKA4pcZFPxYqwd
0x86C62a0DD8690fa2Ba6e3E3D9A18D021dBd2565A,1,10.656899149043179,1645116437,"Thu, 17 Feb 2022 16:47:17 GMT",QmUe35aZJpAEYPHvAQ98Axtt1nsM23VafEKSywMNs7PAo8
0x78B3367B0F547Cd16Bac453F788956AfcE92447B,1,9.445069749960911,1645048130,"Wed, 16 Feb 2022 21:48:50 GMT",QmZZVVBikKSNgcDYMLF3VeHsToNmwLtBXwQQtRQYVffWpQ
0x4ebc8642D4A890fE7C0052Bca4BD74EFBEf00f74,1,8.432863777400827,1645027053,"Wed, 16 Feb 2022 15:57:33 GMT",Qmf5hXCkPdyUGQ9KhJZHXviAp6ctboqcs7ydeGTG1Jc9TR
0xf1135C96b9A4E39ceEd315B45dEC59929557bDB9,1,8.15758466044878,1645091218,"Thu, 17 Feb 2022 09:46:58 GMT",Qmf66R3ZReVZfxry4Xxq2N11htgUyegj7q9tbA4WkRpuKF
0x1084b55cB63dE549806A521036F7dad2d37E3fAE,3,6.99829758971578,1645031939,"Wed, 16 Feb 2022 17:18:59 GMT",QmWeZXhZQSzch7eAvHF8UzWRW5QMrPe33uzziZjYbVP4kk
0x4D8d34C07ad84D3FF8Ed6A14c01F76fac2D68f99,1,6.3299542621493865,1644930145,"Tue, 15 Feb 2022 13:02:25 GMT",QmesGPsewoR1axoCfu9q5jBJDNusF3FTypzw6kXqXVuJsC
0xBd5f593C86319523e6E8AfE60dEdBEfaeDBdB8C9,1,6.000022924829719,1645168842,"Fri, 18 Feb 2022 07:20:42 GMT",QmYWAf2NDj1KSiT9PxoMfwMyga6ZP78rcddq7gPKZ3WgsK
0x5231E31C3ca39DD94fF56beCB662Ea50bC4Da7D1,1,5.642778879340936,1644927400,"Tue, 15 Feb 2022 12:16:40 GMT",QmdFeRPVnQycFTf2xZRw3TBkMr4nE71yZcT3FcvUa4byLp
0x12EF2cD4231D5CF655a6CDD4Ac1524FFaa439c17,1,5.343445125952356,1644920755,"Tue, 15 Feb 2022 10:25:55 GMT",QmTAoJNLd2kJdQGUEAuxtWpVpXoxEf3ZBVLhQXEoxFV3yN
0x1fc8e4a5F173186042467E71600f1bCC206B5005,1,5.258077074529067,1645110411,"Thu, 17 Feb 2022 15:06:51 GMT",QmSEvbnzu5aM1hghfAYYDqWdFiH996LuGZ3qfGVTBKZ8gz
0x6C6BC9305Bd98ACF2B764382029A1Ed6eE753563,1,4.840057270049004,1645020083,"Wed, 16 Feb 2022 14:01:23 GMT",QmW4P7wyChB3w6qqeCo4Hu4tagWgTWe8w7ib7TSqThbL6F
0x31cE8b8eA3b8AD61780775828Aa3bd874b1010Fa,1,4.721373260249796,1644995544,"Wed, 16 Feb 2022 07:12:24 GMT",QmUZPSH5DdwW5iX8UBAZnABCYRDeD5MA3YUTHaZdxH5SJH
0x721213f9ccb5B235c451f96a6351b79691f293C5,1,3.8636820181945053,1645133276,"Thu, 17 Feb 2022 21:27:56 GMT",QmXdk9aLoTp5F4H4matwrGrmAeJhPNXNv7Y7oGBbHrT16A
0x5F389707Fc094f5daaFf685ba8E47Ee56E31f51F,1,2.975488355324591,1644936312,"Tue, 15 Feb 2022 14:45:12 GMT",QmPZjbMRLKzm8dgpE2xYsehjScLVewDNqarBmzpKTuvCiE
0xF6Ce8F4D9aF917823FEe582298810e4F0d947e0E,1,2.500023812823461,1644982769,"Wed, 16 Feb 2022 03:39:29 GMT",QmX6E86cSZ185aBKB1w1tmwu4qTFhh4ZsnTa7xdtSgzmN9
0x27cD9982005F247BdE88Acd75ecdbE0dB67c2260,1,2.28082461,1645170353,"Fri, 18 Feb 2022 07:45:53 GMT",QmR1DTP8mX2Z2BMgXyravA5zP8L9PfhNzTPqCkkijMD8ut
0x49084125E425eD84a81e97F866043Ba413E959b9,1,2.0050282934882198,1644962361,"Tue, 15 Feb 2022 21:59:21 GMT",QmasnvHE5byyvktTQaHqe8z1biwJJs4uzkiuj51Qe6nJ3t
0xe5Cb05AEe78d01fD7869E4A872A2fb01527dC904,1,2,1644963533,"Tue, 15 Feb 2022 22:18:53 GMT",QmS9uFjN5xG1w5LPY4aDmkAiD1oXw9qxkjsvSjobbv9nUc
